Cell Line Name,Canonical Name,Tissue Diagnosis,Gender,Ethnicity,Age,Age Unit,Age Category,SOURCE
Hs 15.T,Hs 15.T,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 154.Fs,Hs 154.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 156.T,Hs 156.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 165.Fs,Hs 165.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 168.Fs,Hs 168.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 172.T,Hs 172.T,Carcinoma,Male,Caucasian,50,Years,Adult,ATCC
Hs 173.Sp,Hs 173.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 173.We,Hs 173.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 174.We,Hs 174.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 18.Fs,Hs 18.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 181.Sk,Hs 181.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 181.Tes,Hs 181.Tes,Normal,Male,Caucasian,14,Weeks,Fetal,ATCC
Hs 184.Sk,Hs 184.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 184.T,Hs 184.T,Osteosarcoma,Male,Caucasian,21,Years,Adult,ATCC
Hs 186.Sk,Hs 186.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 188.T,Hs 188.T,Osteosarcoma,Male,Caucasian,18,Years,Juvenile,ATCC
Hs 190.T,Hs 190.T,Carcinoma,Female,Caucasian,11,Years,Juvenile,ATCC
Hs 193.Sp,Hs 193.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 195.T,Hs 195.T,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 198.Ton,Hs 198.Ton,Normal,Female,African,10,Weeks,Fetal,ATCC
Hs 2.We,Hs 2.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 200.T,Hs 200.T,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 201.Sk,Hs 201.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 202.Sp,Hs 202.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 202.Th,Hs 202.Th,Normal,Unknown,Caucasian,13,Weeks,Fetal,ATCC
Hs 203.Sp,Hs 203.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 203.Th,Hs 203.Th,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 204.Sp,Hs 204.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 208.Sp,Hs 208.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 208.Th,Hs 208.Th,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 209.Sp,Hs 209.Sp,Normal,Male,African,15,Weeks,Fetal,ATCC
Hs 21.Fs,Hs 21.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 212.M,Hs 212.M,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 215.Ln,Hs 215.Ln,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 215.Sp,Hs 215.Sp,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 215.Th,Hs 215.Th,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 216.We,Hs 216.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 218.Lu,Hs 218.Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 219.T,Hs 219.T,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 221.Sp,Hs 221.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 221.Th,Hs 221.Th,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 222.Sp,Hs 222.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 225.Th,Hs 225.Th,Normal,Unknown,Caucasian,Unknown,Unknown,Juvenile,ATCC
Hs 228.T,Hs 228.T,Carcinoma,Female,Caucasian,67,Years,Adult,ATCC
Hs 229.T,Hs 229.T,Adenocarcinoma,Male,Caucasian,65,Years,Adult,ATCC
Hs 230.Sp,Hs 230.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 230.Th,Hs 230.Th,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 232.Sp,Hs 232.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 232.Th,Hs 232.Th,Normal,Female,Caucasian,15,Weeks,Fetal,ATCC
Hs 234.Th,Hs 234.Th,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 235.Sk,Hs 235.Sk,Normal,Female,African,13,Years,Juvenile,ATCC
Hs 238.Sk,Hs 238.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 24.Fs,Hs 24.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 255.T,Hs 255.T,Adenocarcinoma,Female,Caucasian,46,Years,Adult,ATCC
Hs 257.T,Hs 257.T,Adenocarcinoma,Male,Caucasian,71,Years,Adult,ATCC
Hs 268.T,Hs 268.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 27,Hs 27,Normal,Male,Unknown,Unknown,Unknown,Unknown,ECACC
Hs 274.T,Hs 274.T,Adenocarcinoma,Female,Caucasian,66,Years,Adult,ATCC
Hs 275.Sk,Hs 275.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 277.T,Hs 277.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 280.T,Hs 280.T,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 281.T,Hs 281.T,Adenocarcinoma,Female,Caucasian,37,Years,Adult,ATCC
Hs 284.Pe,Hs 284.Pe,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 294.T,A101D,Melanoma,Male,Caucasian,56,Years,Adult,ATCC
Hs 295.Sk,Hs 295.Sk,Normal,Female,African,83,Years,Adult,ATCC
Hs 295.T,Hs 295.T,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 3.Sk,Hs 3.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 3.T,Hs 3.T,Osteosarcoma,Female,African,51,Years,Adult,ATCC
Hs 313.T,Hs 313.T,Lymphoma,Female,Caucasian,54,Years,Adult,ATCC
Hs 319.T,Hs 319.T,Carcinoma,Female,Caucasian,42,Years,Adult,ATCC
Hs 324.T,Hs 324.T,Lymphoma,Male,Caucasian,72,Years,Adult,ATCC
Hs 325.Ln,Hs 325.Ln,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 329.T,Hs 329.T,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 343.T,Hs 343.T,Adenocarcinoma,Female,Caucasian,47,Years,Adult,ATCC
Hs 344.T,Hs 344.T,Carcinoma,Female,Caucasian,49,Years,Adult,ATCC
Hs 350.T,Hs 350.T,Carcinoma,Female,Caucasian,55,Years,Adult,ATCC
Hs 357.T,Hs 357.T,Dermatofibrosarcoma,Female,African,56,Years,Adult,ATCC
Hs 362.T,Hs 362.T,Adenocarcinoma,Female,Caucasian,78,Years,Adult,ATCC
Hs 364.Ct,Hs 364.Ct,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 365.Ct,Hs 365.Ct,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 371.T,Hs 371.T,Carcinoma,Female,Caucasian,28,Years,Adult,ATCC
Hs 372.Sk,Hs 372.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 38.T,Hs 38.T,Teratoma,Female,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 383.Sk,Hs 383.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 387.T,Hs 387.T,Osteosarcoma,Female,Unknown,13,Years,Juvenile,ATCC
Hs 389(A).Lu,Hs 389(A).Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 389(B).Lu,Hs 389(B).Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 39.T,Hs 39.T,Osteosarcoma,Male,Caucasian,17,Years,Juvenile,ATCC
Hs 391.We,Hs 391.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 392.Sk,Hs 392.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 394.Lu,Hs 394.Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 394.Sk,Hs 394.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 395.We,Hs 395.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 397.Lu,Hs 397.Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 399.Li,Hs 399.Li,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 401.Lu,Hs 401.Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 402.Sk,Hs 402.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 404.Sk,Hs 404.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 405.Sk,Hs 405.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 409.We,Hs 409.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 410.We,Hs 410.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 412.Lu,Hs 412.Lu,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,ATCC
Hs 413.We,Hs 413.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 414.T,Hs 414.T,Fibrosarcoma,Male,Caucasian,13,Years,Juvenile,ATCC
Hs 415.Sk,Hs 415.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 416.T,Hs 416.T,Normal,Male,Caucasian,62,Years,Adult,ATCC
Hs 417.Lu,Hs 417.Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 432.T,Hs 432.T,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 443.T,Hs 443.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 445,Hs 445,Hodgkin's Lymphoma,Female,Caucasian,56,Years,Adult,ATCC
Hs 446.Sk,Hs 446.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 45.Fs,Hs 45.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 454.T,Hs 454.T,Granuloma,Male,Caucasian,2,Years,Juvenile,ATCC
Hs 456.Bt,Hs 456.Bt,Carcinoma Basal Cell,Female,Caucasian,80,Years,Adult,ATCC
Hs 456.Sk,Hs 456.Sk,Normal,Female,Caucasian,80,Years,Adult,ATCC
Hs 46.Fs,Hs 46.Fs,Normal,Male,African,Unknown,Unknown,Juvenile,ATCC
Hs 466.Sk,Hs 466.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 467.Sk,Hs 467.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 468.Lu,Hs 468.Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 469.Sk,Hs 469.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 479.T,Hs 479.T,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 48.Fs,Hs 48.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 483.Sk,Hs 483.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 483.T,Hs 483.T,Dermatitis,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 49.Fs,Hs 49.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 491.T,Hs 491.T,Leukemia Acute Lymphocytic,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 5.T,Hs 5.T,Leiomyosarcoma,Female,Caucasian,81,Years,Adult,ATCC
Hs 505.T,Hs 505.T,Leukemia Acute Lymphocytic,Female,African,Unknown,Unknown,Unknown,ATCC
Hs 507.Sk,Hs 507.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 517.Sk,Hs 517.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 518.T,Hs 518.T,Leukemia Acute Lymphocytic,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 52.Sk,Hs 52.Sk,Normal,Male,Unknown,Unknown,Unknown,Juvenile,ATCC
Hs 52.Th,Hs 52.Th,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 523.Sk,Hs 523.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 53.T,Hs 53.T,neurofibroma,Female,African,13,Years,Juvenile,ATCC
Hs 531.Sk,Hs 531.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 540.T,Hs 540.T,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 544..Sk,Hs 544..Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 545.Sk,Hs 545.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 548.Sk,Hs 548.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 55.Fs,Hs 55.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 556.Sk,Hs 556.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 559.Sk,Hs 559.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 56.Fs,Hs 56.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 564(E).Mg,Hs 564(E).Mg,Carcinoma,Female,Caucasian,53,Years,Adult,ATCC
Hs 565(A).Mg,Hs 565(A).Mg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 565(D).Mg,Hs 565(D).Mg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 566(B).T,Hs 566(B).T,Carcinoma,Female,Unknown,35,Years,Adult,ATCC
Hs 568.We,Hs 568.We,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 57.T,Hs 57.T,Lymphoma,Male,African,22,Years,Adult,ATCC
Hs 571.T,Hs 571.T,Carcinoma,Female,Caucasian,65,Years,Adult,ATCC
Hs 573.Lu,Hs 573.Lu,Normal,Male,Caucasian,71,Years,Adult,ATCC
Hs 573.T,Hs 573.T,Carcinoma,Male,Caucasian,71,Years,Adult,ATCC
Hs 574.Sk,Hs 574.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 574.T,Hs 574.T,Carcinoma In Situ Ductal,Female,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 578Bst,Hs 578Bst,Normal,Female,Caucasian,74,Years,Adult,ATCC
Hs 578T,Hs 578T,Carcinoma,Female,Caucasian,74,Years,Adult,ATCC
Hs 579.Mg,Hs 579.Mg,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 58.Fs,Hs 58.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 586.T,A-204,Rhabdomyosarcoma,Female,Unknown,1,Years,Juvenile,ATCC
Hs 587.Int,Hs 587.Int,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 588.T,Hs 588.T,Adenocarcinoma,Female,Caucasian,29,Years,Adult,ATCC
Hs 590.We,Hs 590.We,Normal,Unknown,African,2,Weeks,Fetal,ATCC
Hs 60.Fs,Hs 60.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 600.T,Hs 600.T,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 602,Hs 602,Lymphoma,Female,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 604.T,Hs 604.T,Hodgkin's Lymphoma,Male,Caucasian,21,Years,Adult,ATCC
Hs 605.Sk,Hs 605.Sk,Normal,Female,Caucasian,61,Years,Adult,ATCC
Hs 605.T,Hs 605.T,Carcinoma,Female,Caucasian,61,Years,Adult,ATCC
Hs 606,Hs 606,Carcinoma,Female,Caucasian,44,Years,Adult,ATCC
Hs 606.Sk,Hs 606.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 61.Fs,Hs 61.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 610.Sk,Hs 610.Sk,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 611.T,Hs 611.T,Hodgkin's Lymphoma,Female,Unknown,48,Years,Adult,ATCC
Hs 613.Sk,Hs 613.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 616.T,Hs 616.T,Lymphoma,Male,Caucasian,16,Years,Juvenile,ATCC
Hs 617.Mg,Hs 617.Mg,Normal,Female,Caucasian,71,Years,Adult,ATCC
Hs 618.T,Hs 618.T,Adenocarcinoma,Female,Caucasian,60,Years,Adult,ATCC
Hs 62.Fs,Hs 62.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 621.Sk,Hs 621.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 622.Sk,Hs 622.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 63.T,Hs 63.T,Sarcoma,Female,African,34,Years,Adult,ATCC
Hs 630.T,BeWo,Carcinoma,Male,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 633T,Hs 633T,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Hs 636.T,C-4I,Carcinoma,Female,Caucasian,41,Years,Adult,ATCC
Hs 66.Sk/Mu,FHs 74 Int,Normal,Female,Unknown,4,Months,Fetal,ATCC
Hs 67,Hs 67,Normal,Male,Caucasian,Unknown,Unknown,Juvenile,ATCC
Hs 67.Th,Hs 67.Th,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 674.Sk,Hs 674.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 674.T/cc,FHs 74 Int,Normal,Female,Unknown,4,Months,Fetal,ATCC
Hs 675.T,Hs 675.T,Carcinoma,Male,Caucasian,Unknown,Unknown,Unknown,ATCC
Hs 677.Sk,Hs 677.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 677.Tg,Hs 677.Tg,Normal,Female,Caucasian,16,Weeks,Fetal,ATCC
Hs 68,Hs 68,Canavan disease,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Hs 680.Rec,Hs 680.Rec,Normal,Female,Caucasian,16,Weeks,Fetal,ATCC
Hs 680.Sk,Hs 680.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 680.Tg,Hs 680.Tg,Normal,Female,Caucasian,16,Weeks,Fetal,ATCC
Hs 680.Tr,Hs 680.Tr,Normal,Female,Caucasian,16,Weeks,Fetal,ATCC
Hs 683,Hs 683,Glioma,Male,Caucasian,76,Years,Adult,ATCC
Hs 687.Sk,Hs 687.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 688(A).T,Hs 688(A).T,Melanoma,Male,Caucasian,69,Years,Adult,ATCC
Hs 688(B).T,Hs 688(B).T,Melanoma,Male,Caucasian,69,Years,Adult,ATCC
Hs 69.Fs,Hs 69.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 692(A).T,Hs 692(A).T,Adenocarcinoma,Female,Caucasian,64,Years,Adult,ATCC
Hs 695.Sk,Hs 695.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 695T,Hs 695T,Melanoma,Male,Caucasian,26,Years,Adult,ATCC
Hs 696,Hs 696,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 696.Sk,Hs 696.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 697.Ln,Hs 697.Ln,Granuloma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 697.Sp,Hs 697.Sp,Normal,Male,Caucasian,44,Years,Adult,ATCC
Hs 698.T,Hs 698.T,Adenocarcinoma,Male,Unknown,70,Years,Adult,ATCC
Hs 69ST,Hs 69ST,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
Hs 70.Fs,Hs 70.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 700.Sk,Hs 700.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 700T,Hs 700T,Adenocarcinoma,Male,Caucasian,61,Years,Adult,ATCC
Hs 701.T,Hs 701.T,Sarcoma Synovial,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 704.Sk,Hs 704.Sk,Normal,Female,Caucasian,13,Years,Juvenile,ATCC
Hs 704.T,Hs 704.T,Osteosarcoma,Female,Caucasian,13,Years,Juvenile,ATCC
Hs 706.Sk,Hs 706.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 706.T,Hs 706.T,Sarcoma,Female,Caucasian,16,Years,Juvenile,ATCC
Hs 707(A).T,Hs 707(A).T,Osteosarcoma,Male,Caucasian,13,Years,Juvenile,ATCC
Hs 707(B).Ep,Hs 707(B).Ep,Normal,Male,Caucasian,13,Years,Juvenile,ATCC
Hs 709.Sk,Hs 709.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 709.T,Hs 709.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 72.Fs,Hs 72.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 722.T,Hs 722.T,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 726.Pl,Hs 726.Pl,Normal,Male,African,12,Weeks,Fetal,ATCC
Hs 728.Sk/Mu,Hs 728.Sk/Mu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 728.Sp,Hs 728.Sp,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 729,Hs 729,Rhabdomyosarcoma,Male,Caucasian,74,Years,Adult,ATCC
Hs 729.T,Hs 729.T,Rhabdomyosarcoma,Unknown,Japanese,Unknown,Unknown,Unknown,ATCC
Hs 730.Pl,Hs 730.Pl,Normal,Male,African,16,Weeks,Fetal,ATCC
Hs 731.Sk,Hs 731.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 733.Sk,Hs 733.Sk,Normal,Male,Caucasian,9,Years,Juvenile,ATCC
Hs 734.Sk,Hs 734.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 735.T,Hs 735.T,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 737.T,Hs 737.T,Sarcoma,Female,Caucasian,10,Years,Juvenile,ATCC
Hs 738.Lu,Hs 738.Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 738.St/Int,Hs 738.St/Int,Normal,Male,Caucasian,18,Weeks,Fetal,ATCC
Hs 739.Sk,Hs 739.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 739.T,Hs 739.T,Adenocarcinoma,Female,Asian,52,Years,Adult,ATCC
Hs 740.Sk,Hs 740.Sk,Normal,Male,African,69,Years,Adult,ATCC
Hs 740.T,Hs 740.T,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 741.Sk,Hs 741.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 741.T,Hs 741.T,Adenocarcinoma,Female,Caucasian,47,Years,Adult,ATCC
Hs 742.Sk,Hs 742.Sk,Normal,Female,Caucasian,71,Years,Adult,ATCC
Hs 742.T,Hs 742.T,Adenocarcinoma scirrhous,Female,Caucasian,71,Years,Adult,ATCC
Hs 746T,Hs 746T,Carcinoma,Male,Caucasian,74,Years,Adult,ATCC
Hs 748.T,Hs 748.T,Carcinoma,Female,Caucasian,48,Years,Adult,ATCC
Hs 749.Sk,Hs 749.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 751.T,Hs 751.T,Hodgkin's Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 755(B).T,Hs 755(B).T,Osteosarcoma,Female,Caucasian,18,Years,Juvenile,ATCC
Hs 757.T,Hs 757.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 762.Sk,Hs 762.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 764.Mu,Hs 764.Mu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 766T,Hs 766T,Carcinoma,Male,Caucasian,46,Years,Adult,ATCC
Hs 769.T,Hs 769.T,Carcinoma Transitional Cell,Female,African,59,Years,Adult,ATCC
Hs 77.Fs,Hs 77.Fs,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 774.Pl,Hs 774.Pl,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 777.T,Hs 777.T,Lymphoma,Female,Caucasian,67,Years,Adult,ATCC
Hs 778(A).T,Hs 778(A).T,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 778(B).T,Hs 778(B).T,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 781.Sk,Hs 781.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 781.T,Hs 781.T,Osteosarcoma,Male,Caucasian,12,Years,Juvenile,ATCC
Hs 782.Sk,Hs 782.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 782.T,Hs 782.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 788.Sk,Hs 788.Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Hs 789.Sk,Hs 789.Sk,Normal,Female,Caucasian,67,Years,Adult,ATCC
Hs 789.T,Hs 789.T,Carcinoma Transitional Cell,Female,Caucasian,67,Years,Adult,ATCC
Hs 791.Sk,Hs 791.Sk,Normal,Male,Caucasian,22,Years,Adult,ATCC
