Name,Canonical_Name,Primary Tissue,Diagnosis,Gender,Ethnicity,Age,Age_Unit,Age_Category,Source,Status,"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined),URL, 
BDCM,BDCM,Blood,Leukemia Acute Myelogenous,Male,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,2,6,0,-10.0,-10,,
BL-2,BL-2,Blood,Malignant Lymphoma - Burkitts Type,Male,Caucasian,7,Years,Juvenile,DSMZ,0,1,2,5,0,7.0,-10,,
BL-41,BL-41,Blood,Malignant Lymphoma - Burkitts Type,Male,Caucasian,8,Years,Juvenile,DSMZ,0,1,2,5,0,8.0,-10,,
BL-70,BL-70,Blood,Malignant Lymphoma - Burkitts Type,Male,Caucasian,16,Years,Juvenile,DSMZ,0,1,2,5,0,16.0,-10,,
BLUE-1,BLUE-1,Blood,Malignant Lymphoma - Burkitts Type,Male,Caucasian,29,Years,Adult,DSMZ,0,1,2,5,0,29.0,-10,,
BONNA-12,BONNA-12,Blood,Leukemia,Male,Unknown,46,Years,Adult,DSMZ,0,1,2,6,0,46.0,-10,,
BS-SHI-4M,BS-SHI-4M,Blood,Normal,male,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,2,6,0,-10.0,-10,,
BV-173,BV-173,Blood,Leukemia,male,Unknown,45,Years,Adult,DSMZ,0,1,2,6,0,45.0,-10,,
CA46,CA46,Blood,Malignant Lymphoma - Burkitts Type,Male,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,2,6,0,-10.0,-10,,
CCRF-HSB-2,CCRF-SB,Blood,Leukemia Acute Lymphocytic,Male,Caucasian,11.5,Years,Juvenile,ATCC,Derived from same patient,1,2,5,2,11.5,-10,,
CCRF-SB,CCRF-SB,Blood,Leukemia,Male,Caucasian,11.5,Years,Juvenile,ATCC,Derived from same patient,1,2,5,2,11.5,-10,,
CESS,CESS,Blood,Leukemia,male,Caucasian,Unknown,Unknown,Unknown,ATCC,0,1,2,5,0,-10.0,-10,,
CGM1,CGM1,Blood,Normal,Male,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,2,6,0,-10.0,-10,,
CMK,CMK,Blood,Leukemia,Male,Unknown,10,Months,Juvenile,DSMZ,Parental,1,2,6,4,0.8,-10,,
CMK-11-5,CMK-11-5,Blood,Leukemia,Male,Unknown,10,Months,Juvenile,JCRB,Derivative Line,1,2,6,2,0.8,-10,,
CMK-86,CMK-86,Blood,Leukemia,Male,Unknown,10,Months,Juvenile,JCRB,Derivative Line,1,2,6,2,0.8,-10,,
COLO 775,COLO 775,Blood,Leukemia,Male,Unknown,61,Years,Adult,ECACC,Contaminant,1,2,6,1,61.0,-10,,
COLO 829BL,COLO 829BL,Blood,Normal,Male,Caucasian,45,Years,Adult,ATCC,0,1,2,5,0,45.0,-10,,
COLO 839,COLO 839,Blood,Normal,Male,Caucasian,43,Years,Adult,ECACC,Parental,1,2,5,4,43.0,-10,,
CRO-AP2,CRO-AP2,Blood,Lymphoma B-cell,Male,Unknown,49,Years,Adult,DSMZ,0,1,2,6,0,49.0,-10,,
CRO-AP3,CRO-AP3,Blood,Lymphoma B-cell,Male,Unknown,42,Years,Adult,DSMZ,0,1,2,6,0,42.0,-10,,
CRO-AP5,CRO-AP5,Blood,Lymphoma B-cell,Male,Unknown,35,Years,Adult,DSMZ,0,1,2,6,0,35.0,-10,,
CRO-AP6,CRO-AP6,Blood,Lymphoma B-cell,Male,Caucasian,26,Years,Adult,DSMZ,0,1,2,5,0,26.0,-10,,
CTB-1,CTB-1,Blood,Lymphoma B-cell,male,Japanese,70,Years,Adult,RIKEN,0,1,2,1,0,70.0,-10,,
CTV-1,CTV-1,Blood,Leukemia,Male,Unknown,40,Years,Adult,DSMZ,Parental,1,2,6,4,40.0,-10,,
D1.1,Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ATCC,0,1,2,6,0,14.0,-10,,
Dami,HEL,Blood,Erythroleukemia,Male,Caucasian,30,Years,Adult,ATCC,Parental,1,2,5,4,30.0,-10,,
Daudi,Daudi,Blood,Malignant Lymphoma - Burkitts Type,Male,African,16,Years,Juvenile,ATCC,0,1,2,2,0,16.0,-10,,
DB,DB,Blood,Lymphoma B-cell,Male,Caucasian,45,Years,Adult,ATCC,0,1,2,5,0,45.0,-10,,
DEL,DEL,Blood,Histiocytosis,Male,Unknown,12,Years,Juvenile,DSMZ,0,1,2,6,0,12.0,-10,,
delta-47,delta-47,Blood,Multiple Myeloma,Male,Japanese,72,Years,Adult,JCRB,0,1,2,1,0,72.0,-10,,
DERL-2,DERL-2,Blood,Lymphoma T-lymphoblastic,Male,Caucasian,30,Years,Adult,DSMZ,Derived from same patient,1,2,5,2,30.0,-10,,
DERL-7,DERL-2,Blood,Lymphoma T-lymphoblastic,Male,Caucasian,30,Years,Adult,DSMZ,Derived from same patient,1,2,5,2,30.0,-10,,
DG-75,DG-75,Blood,Malignant Lymphoma - Burkitts Type,Male,Caucasian,10,Years,Juvenile,ATCC,0,1,2,5,0,10.0,-10,,
DND-39,DND-39,Blood,Malignant Lymphoma - Burkitts Type,Male,Unknown,28,Years,Adult,DSMZ,0,1,2,6,0,28.0,-10,,
DND-41,DND-41,Blood,Leukemia,Male,Unknown,13,Years,Juvenile,DSMZ,0,1,2,6,0,13.0,-10,,
DOGKIT,DOGKIT,Blood,Malignant Lymphoma - Burkitts Type,Male,Caucasian,56,Years,Adult,DSMZ,0,1,2,5,0,56.0,-10,,
DOHH-2,DOHH-2,Blood,Lymphoma B-cell,Male,Unknown,60,Years,Adult,DSMZ,0,1,2,6,0,60.0,-10,,
EB-3,EB-3,Blood,Malignant Lymphoma - Burkitts Type,Male,African,3,Years,Juvenile,ATCC,0,1,2,2,0,3.0,-10,,
EEB,EEB,Blood,Erythroleukemia,Male,Unknown,49,Years,Adult,RIKEN,0,1,2,6,0,49.0,-10,,
EL 1,U-937,Blood,Lymphoma Diffuse Large B Cell,Male,Caucasian,37,Years,Adult,ATCC,Parental,1,2,5,4,37.0,-10,,
EOL-1,EOL-1,Blood,Leukemia Acute Myelogenous,Male,Japanese,33,Years,Adult,RIKEN,Derived from same patient,1,2,1,2,33.0,-10,,
EoL-3,EoL-3,Blood,Leukemia Acute Myelogenous,Male,Japanese,33,Years,Adult,RIKEN,Derived from same patient,1,2,1,2,33.0,-10,,
EZZ (TOU II-4),EZZ (TOU II-4),Blood,Normal,Male,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,2,6,0,-10.0,-10,,
F-36E,F-36E,Blood,Leukemia,Male,Japanese,Unknown,Unknown,Unknown,RIKEN,0,1,2,1,0,-10.0,-10,,
F-36P,F-36P,Blood,Leukemia Acute Myelogenous,Male,Unknown,68,Years,Adult,DSMZ,0,1,2,6,0,68.0,-10,,
FKH-1,FKH-1,Blood,Leukemia Acute Myelogenous,Male,Unknown,61,Years,Adult,DSMZ,0,1,2,6,0,61.0,-10,,
FLAM-76,FLAM-76,Blood,Multiple Myeloma,Male,Japanese,77,Years,Adult,JCRB,0,1,2,1,0,77.0,-10,,
GA-10,GA-10,Blood,Malignant Lymphoma - Burkitts Type,Male,Caucasian,41,Years,Adult,ATCC,0,1,2,5,0,41.0,-10,,
GF-D8,GF-D8,Blood,Leukemia Acute Myelogenous,Male,Unknown,82,Years,Adult,DSMZ,0,1,2,6,0,82.0,-10,,
GR-ST,GR-ST,Blood,Unknown,male,Unknown,10,Years,Juvenile,RIKEN,Derivative Line,1,2,6,2,10.0,-10,,
GUMBUS,GUMBUS,Blood,Malignant Lymphoma - Burkitts Type,Male,Unknown,28,Years,Adult,DSMZ,0,1,2,6,0,28.0,-10,,
H33HJ-JA1,Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ECACC,0,1,2,6,0,14.0,-10,,
H9,HuT 78,Blood,Lymphoma,Male,Caucasian,53,Years,Adult,ATCC,Parental,1,2,5,4,53.0,-10,,
H9 T,HuT 78,Blood,Lymphoma,Male,Caucasian,53,Years,Adult,ATCC,Parental,1,2,5,4,53.0,-10,,
H9/HTLV-IIIB,HuT 78,Blood,Lymphoma,Male,Caucasian,53,Years,Adult,ATCC,Parental,1,2,5,4,53.0,-10,,
HBL-1,HBL-1,Blood,Lymphoma,Male,Japanese,65,Years,Adult, --,0,1,2,1,0,65.0,-10,,
HC-1,HC-1,Blood,Leukemia,Male,White,56,Years,Adult,DSMZ,0,1,2,5,0,56.0,-10,,
HCC853,HCC853,Blood,Leukemia,Male,Caucasian,48,Years,Adult,UTSW,0,1,2,5,0,48.0,-10,,
HD-70,HD-70,Blood,Lymphoma,Male,Japanese,69,Years,Adult,JCRB,0,1,2,1,0,69.0,-10,,
HD-MAR,HD-Mar2,Blood,Leukemia,Male,Unknown,20,Years,Adult, --,Contaminant? Requires determination of provenance.,1,2,6,1,20.0,-10,,
HD-Mar2,HD-Mar2,Blood,Leukemia,Male,Unknown,20,Years,Adult,RIKEN,Contaminant? Requires determination of provenance.,1,2,6,1,20.0,-10,,
HDLM-2,HDLM-2,Blood,Hodgkin's Lymphoma,Male,Unknown,74,Years,Adult,DSMZ,0,1,2,6,0,74.0,-10,,
HEL,HEL,Blood,Erythroleukemia,Male,Caucasian,30,Years,Adult,DSMZ,Parental,1,2,5,4,30.0,-10,,
HEL 92.1.7,HEL,Blood,Erythroleukemia,Male,Caucasian,30,Years,Adult,ATCC,Parental,1,2,5,4,30.0,-10,,
HH,HH,Blood,Lymphoma,Male,Unknown,61,Years,Adult,ATCC,0,1,2,6,0,61.0,-10,,
HKB-11,1G2,Blood,Malignant Lymphoma - Burkitts Type,Male,African,7,Years,Juvenile,ATCC,Derivative Line,1,2,2,2,7.0,-10,,
HKBML,HKBML,Blood,Lymphoma,Male,Japanese,Unknown,Unknown,Unknown,RIKEN,0,1,2,1,0,-10.0,-10,,
HPB-ALL,HPB-ALL,Blood,Leukemia,Male,Japanese,14,Years,Juvenile,DSMZ,Parental,1,2,1,4,14.0,-10,,
HPB-MLT,HPB-ALL,Blood,Leukemia,Male,Japanese,14,Years,Juvenile, --,Parental,1,2,1,4,14.0,-10,,
Hs 324.T,Hs 324.T,Blood,Lymphoma,Male,Caucasian,72,Years,Adult,ATCC,0,1,2,5,0,72.0,-10,,
Hs 57.T,Hs 57.T,Blood,Lymphoma,Male,African,22,Years,Adult,ATCC,0,1,2,2,0,22.0,-10,,
Hs 604.T,Hs 604.T,Blood,Hodgkin's Lymphoma,Male,Caucasian,21,Years,Adult,ATCC,0,1,2,5,0,21.0,-10,,
Hs 616.T,Hs 616.T,Blood,Lymphoma,Male,Caucasian,16,Years,Juvenile,ATCC,0,1,2,5,0,16.0,-10,,
HS-Sultan,HS-Sultan,Blood,Malignant Lymphoma - Burkitts Type,Male,African,7,Years,Juvenile,ATCC,Contaminant,1,2,2,1,7.0,-10,,
HSB-2,HSB-2,Blood,Leukemia,Male,Unknown,11,Years,Juvenile,DSMZ,0,1,2,6,0,11.0,-10,,
HT,HT,Blood,Lymphoma Diffuse Mixed,Male,Caucasian,70,Years,Adult,ATCC,0,1,2,5,0,70.0,-10,,
HuT 102,HuT 102,Blood,Lymphoma,male,African,26,Years,Adult,ATCC,0,1,2,2,0,26.0,-10,,
HuT 78,HuT 78,Blood,Lymphoma,Male,Caucasian,53,Years,Adult,ATCC,Parental,1,2,5,4,53.0,-10,,
I 2.1,A3,Blood,Leukemia Acute Lymphocytic,Male,Unknown,Unknown,Unknown,Unknown,ATCC,Derivative Line,1,2,6,2,-10.0,-10,,
ILT-Mat,ILT-Mat,Blood,Leukemia Acute Myelogenous,Male,Japanese,Unknown,Unknown,Unknown,RIKEN,0,1,2,1,0,-10.0,-10,,
I 9.2,A3,Blood,Leukemia Acute Lymphocytic,Male,Unknown,Unknown,Unknown,Unknown,ATCC,Derivative Line,1,2,6,2,-10.0,-10,,
I 9.2,I 9.2,Blood,Leukemia Acute Lymphocytic,Male,Unknown,Unknown,Unknown,Unknown,ATCC,Derivative Line,1,2,6,2,-10.0,-10,,
J-111,Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,JCRB,0,1,2,6,0,14.0,-10,,
J.CaM1.6,J.CaM1.6,Blood,Leukemia,Male,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,2,6,0,-10.0,-10,,
J.gamma1,Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ATCC,0,1,2,6,0,14.0,-10,,
J.RT3-T3.5,J.RT3-T3.5,Blood,Leukemia Acute Lymphocytic,male,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,2,6,0,-10.0,-10,,
J45.01,Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ATCC,0,1,2,6,0,14.0,-10,,
JHTKI-col-L,JHTKI-col-L,Blood,Adenocarcinoma,Male,Japanese,80,Years,Adult,RIKEN,0,1,2,1,0,80.0,-10,,
JHTSK-col-L,JHTSK-col-L,Blood,Adenocarcinoma,Male,Japanese,54,Years,Adult,RIKEN,0,1,2,1,0,54.0,-10,,
Jiyoye,HS-Sultan,Blood,Malignant Lymphoma - Burkitts Type,Male,African,7,Years,Juvenile,ATCC,Contaminant,1,2,2,1,7.0,-10,,
JK-1,JK-1,Blood,Leukemia Chronic Myelogenous,Male,Unknown,62,Years,Adult,DSMZ,0,1,2,6,0,62.0,-10,,
JM,Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ECACC,0,1,2,6,0,14.0,-10,,
JOSK-I,U-937,Blood,Lymphoma Diffuse Large B Cell,Male,Caucasian,37,Years,Adult,DSMZ,Parental,1,2,5,4,37.0,-10,,
JOSK-M,U-937,Blood,Lymphoma Diffuse Large B Cell,Male,Caucasian,37,Years,Adult,DSMZ,Parental,1,2,5,4,37.0,-10,,
Jurkat,Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,DSMZ,0,1,2,6,0,14.0,-10,,
Jurkat (Clone E6-1),Jurkat,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ATCC,0,1,2,6,0,14.0,-10,,
JURL-MK1,JURL-MK1,Blood,Leukemia Chronic Myelogenous,Male,Unknown,73,Years,Adult,DSMZ,Derived from same patient,1,2,6,2,73.0,-10,,
JURL-MK2,JURL-MK2,Blood,Leukemia Chronic Myelogenous,Male,Unknown,73,Years,Adult,DSMZ,Derived from same patient,1,2,6,2,73.0,-10,,
JVM-13,JVM-13,Blood,Leukemia,Male,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,2,6,0,-10.0,-10,,
JVM-3,JVM-3,Blood,Leukemia,Male,Unknown,73,Years,Adult,DSMZ,0,1,2,6,0,73.0,-10,,
KAI3,KAI3,Blood,Normal,Male,Unknown,13,Years,Juvenile,JCRB,0,1,2,6,0,13.0,-10,,
KARPAS-299,KARPAS-299,Blood,Lymphoma Non-Hodgkins,Male,Unknown,25,Years,Adult,ECACC,0,1,2,6,0,25.0,-10,,
KARPAS-417,KARPAS-417,Blood,Multiple Myeloma,Male,Unknown,56,Years,Adult,ECACC,0,1,2,6,0,56.0,-10,,
KARPAS-45,KARPAS-45,Blood,Leukemia,Male,Unknown,2,Years,Juvenile,ECACC,0,1,2,6,0,2.0,-10,,
Kasumi-1,Kasumi-1,Blood,Leukemia Acute Myelogenous,Male,Japanese,7,Years,Juvenile,ATCC,0,1,2,1,0,7.0,-10,,
Kasumi-2,Kasumi-2,Blood,Leukemia,Male,Unknown,15,Years,Juvenile,DSMZ,0,1,2,6,0,15.0,-10,,
Kasumi-3,Kasumi-3,Blood,Leukemia,Male,Japanese,57,Years,Adult,ATCC,0,1,2,1,0,57.0,-10,,
Kasumi-6,Kasumi-6,Blood,Leukemia Acute Myelogenous,Male,Japanese,64,Years,Adult,ATCC,0,1,2,1,0,64.0,-10,,
KE-37,KE-37,Blood,Leukemia,Male,Unknown,61,Years,Adult,DSMZ,Parental,1,2,6,4,61.0,-10,,
KG-1,KG-1,Blood,Leukemia Acute Myelogenous,Male,Caucasian,59,Years,Adult,ATCC,Parental,1,2,5,4,59.0,-10,,
KG-1a,KG-1a,Blood,Leukemia Acute Myelogenous,Male,Caucasian,59,Years,Adult,ECACC,Derivative Line,1,2,5,2,59.0,-10,,
KHM-10B,KHM-10B,Blood,Malignant Lymphoma - Burkitts Type,Male,Japanese,41,Years,Adult,JCRB,0,1,2,1,0,41.0,-10,,
KHM-1B,KHM-1B,Blood,Multiple Myeloma,Male,Unknown,53,Years,Adult,JCRB,0,1,2,6,0,53.0,-10,,
Ki-JK,Ki-JK,Blood,Lymphoma,Male,Unknown,15,Years,Juvenile,JCRB,0,1,2,6,0,15.0,-10,,
KM-H2,KM-H2,Blood,Hodgkin's Lymphoma,Male,Unknown,37,Years,Adult,DSMZ,0,1,2,6,0,37.0,-10,,
KMM-1,KMM-1,Blood,Multiple Myeloma,Male,Japanese,62,Years,Adult,JCRB,0,1,2,1,0,62.0,-10,,
KMS-21BM,KMS-21BM,Blood,Multiple Myeloma,Male,Japanese,62,Years,Adult,JCRB,Contaminant,1,2,1,1,62.0,-10,,
KMS-26,KMS-26,Blood,Multiple Myeloma,Male,Japanese,50,Years,Adult,JCRB,0,1,2,1,0,50.0,-10,,
KMS-27,KMS-27,Blood,Multiple Myeloma,Male,Japanese,52,Years,Adult,JCRB,0,1,2,1,0,52.0,-10,,
KO52,KO52,Blood,Leukemia,Male,Unknown,46,Years,Adult,JCRB,0,1,2,6,0,46.0,-10,,
KU812,KU812,Blood,Leukemia Chronic Myelogenous,Male,Japanese,38,Years,Adult,ATCC,Derivative Line,1,2,1,2,38.0,-10,,
KY821,KY821,Blood,Leukemia Acute Myelogenous,Male,Japanese,28,Years,Adult,JCRB,Derived from same patient,1,2,1,2,28.0,-10,,
KY821A3,KY821A3,Blood,Leukemia Acute Myelogenous,Male,Japanese,28,Years,Adult,JCRB,Derived from same patient,1,2,1,2,28.0,-10,,
KYO-1,KYO-1,Blood,Leukemia Chronic Myelogenous,Male,Japanese,22,Years,Adult,DSMZ,Contaminant,1,2,1,1,22.0,-10,,
KYO-1,KYO-1,Blood,Leukemia Chronic Myelogenous,Male,Japanese,22,Years,Adult,DSMZ,Parental,1,2,1,4,22.0,-10,,
L-1236,L-1236,Blood,Hodgkin's Lymphoma,Male,Unknown,34,Years,Adult,DSMZ,0,1,2,6,0,34.0,-10,,
LB173,LB173,Blood,Normal,Male,Unknown,49,Years,Adult,ECACC,0,1,2,6,0,49.0,-10,,
LB182,LB182,Blood,Normal,Male,Unknown,51,Years,Adult,ECACC,0,1,2,6,0,51.0,-10,,
LB185,LB185,Blood,Normal,Male,Unknown,56,Years,Adult,ECACC,0,1,2,6,0,56.0,-10,,
LB199,LB199,Blood,Normal,Male,Unknown,16,Years,Juvenile,ECACC,0,1,2,6,0,16.0,-10,,
LB205,LB205,Blood,Normal,Male,Unknown,62,Years,Adult,ECACC,0,1,2,6,0,62.0,-10,,
LB253,LB253,Blood,xeroderma pigmentosum,Male,Unknown,67,Years,Adult,ECACC,0,1,2,6,0,67.0,-10,,
LB277,LB277,Blood,xeroderma pigmentosum,Male,Unknown,58,Years,Adult,ECACC,0,1,2,6,0,58.0,-10,,
LB316,LB316,Blood,xeroderma pigmentosum,Male,Unknown,1,Years,Juvenile,ECACC,0,1,2,6,0,1.0,-10,,
LB42,LB42,Blood,Normal,Male,Unknown,58,Years,Adult,ECACC,0,1,2,6,0,58.0,-10,,
LB443,LB443,Blood,trichothiodystrophy,Male,Unknown,4,Years,Juvenile,ECACC,0,1,2,6,0,4.0,-10,,
LB687,LB687,Blood,xeroderma pigmentosum,Male,Unknown,30,Years,Adult,ECACC,0,1,2,6,0,30.0,-10,,
LB7,LB7,Blood,Normal,Male,Unknown,51,Years,Adult,ECACC,0,1,2,6,0,51.0,-10,,
LB707,LB707,Blood,xeroderma pigmentosum,Male,Unknown,41,Years,Adult,ECACC,0,1,2,6,0,41.0,-10,,
LB708,LB708,Blood,xeroderma pigmentosum,Male,Unknown,1,Years,Juvenile,ECACC,0,1,2,6,0,1.0,-10,,
LTR228,LTR228,blood,Normal,Male,Caucasian,5,Years,Juvenile,ATCC,Contaminant? Requires determination of provenance.,1,2,5,1,5.0,-10,,
MC/CAR,MC/CAR,Blood,Multiple Myeloma,Male,Caucasian,81,Years,Adult,ATCC,0,1,2,5,0,81.0,-10,,
MC/CAR-Z2,MC/CAR-Z2,Blood,Multiple Myeloma,Male,Caucasian,81,Years,Adult,ATCC,0,1,2,5,0,81.0,-10,,
MC116,MC116,Blood,Lymphoma,Male,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,2,6,0,-10.0,-10,,
MEC-1,MEC-1,Blood,Leukemia,Male,Caucasian,62,Years,Adult,DSMZ,Derived from same patient,1,2,5,2,62.0,-10,,
MEC-2,MEC-2,Blood,Leukemia,Male,Caucasian,62,Years,Adult,DSMZ,Derived from same patient,1,2,5,2,62.0,-10,,
MEG-01,MEG-01,Blood,Leukemia,Male,Unknown,56,Years,Adult,ATCC,0,1,2,6,0,56.0,-10,,
MEG-01s,MEG-01s,Blood,Leukemia,Male,Unknown,56,Years,Adult,JCRB,0,1,2,6,0,56.0,-10,,
MEG-01SSF,MEG-01SSF,Blood,Leukemia,Male,Unknown,56,Years,Adult,JCRB,0,1,2,6,0,56.0,-10,,
MHH-CALL-4,MHH-CALL-4,Blood,Leukemia,Male,Caucasian,10,Years,Juvenile,DSMZ,0,1,2,5,0,10.0,-10,,
MHH-PREB-1,MHH-PREB-1,Blood,Lymphoma B-cell,Male,Caucasian,6,Years,Juvenile,DSMZ,0,1,2,5,0,6.0,-10,,
MJ,MJ,Blood,Lymphoma,Male,Caucasian,50,Years,Adult,ATCC,0,1,2,5,0,50.0,-10,,
MKPL-1,MKPL-1,Blood,Leukemia,Male,Japanese,66,Years,Adult,JCRB,0,1,2,1,0,66.0,-10,,
MN-60,MN-60,Blood,Leukemia,Male,Unknown,20,Years,Adult,DSMZ,0,1,2,6,0,20.0,-10,,
Mo,Mo,Blood,Leukemia,Male,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,2,6,0,-10.0,-10,,
Mo-B,Mo-B,Blood,Leukemia,Male,Caucasian,33,Years,Adult,ATCC,0,1,2,5,0,33.0,-10,,
MOH (TOU II-3),MOH (TOU II-3),Blood,Normal,Male,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,2,6,0,-10.0,-10,,
MOLM-13,MOLM-13,Blood,Leukemia Acute Myelogenous,Male,Unknown,20,Years,Adult,DSMZ,0,1,2,6,0,20.0,-10,,
MOLM-6,MOLM-6,Blood,Leukemia Chronic Myelogenous,Male,Unknown,44,Years,Adult,DSMZ,0,1,2,6,0,44.0,-10,,
MOLP-2,MOLP-2,Blood,Multiple Myeloma,Male,Unknown,55,Years,Adult,DSMZ,0,1,2,6,0,55.0,-10,,
MOLP-8,MOLP-8,Blood,Multiple Myeloma,Male,Japanese,52,Years,Adult,DSMZ,0,1,2,1,0,52.0,-10,,
MOLT-15,CCRF-SB,Blood,Leukemia Acute Lymphocytic,Male,Caucasian,11.5,Years,Juvenile, --,Derived from same patient,1,2,5,2,11.5,-10,,
MOLT-3,MOLT-3,Blood,Leukemia Acute Lymphocytic,Male,Unknown,19,Years,Juvenile,ATCC,Derived from same patient,1,2,6,2,19.0,-10,,
MOLT-4,MOLT-4,Blood,Leukemia Acute Lymphocytic,Male,Unknown,19,Years,Juvenile,ATCC,Derived from same patient,1,2,6,2,19.0,-10,,
MOLT-4F,MOLT-4F,Blood,Leukemia Acute Lymphocytic,Male,Unknown,19,Years,Juvenile,JCRB,0,1,2,6,0,19.0,-10,,
MONO-MAC-1,MONO-MAC-1,Blood,Leukemia Acute Myelogenous,Male,Unknown,64,Years,Adult,DSMZ,Derived from same patient,1,2,6,2,64.0,-10,,
MONO-MAC-6,MONO-MAC-6,Blood,Leukemia Acute Myelogenous,Male,Unknown,64,Years,Adult,DSMZ,Derived from same patient,1,2,6,2,64.0,-10,,
MUTZ-2,MUTZ-2,Blood,Leukemia Acute Myelogenous,Male,Unknown,62,Years,Adult,DSMZ,0,1,2,6,0,62.0,-10,,
MUTZ-3,MUTZ-3,Blood,Leukemia Acute Myelogenous,Male,Unknown,29,Years,Adult,DSMZ,Parental,1,2,6,4,29.0,-10,,
MUTZ-5,MUTZ-5,Blood,Leukemia,Male,Unknown,26,Years,Adult,DSMZ,0,1,2,6,0,26.0,-10,,
MV-4-11,MV-4-11,Blood,Leukemia Acute Myelogenous,Male,Unknown,10,Years,Juvenile,DSMZ,0,1,2,6,0,10.0,-10,,
MY-EBV-LCL,MY-EBV-LCL,Blood,Normal,male,Japanese,50,Years,Adult,RIKEN,0,1,2,1,0,50.0,-10,,
My-La CD4+,My-La CD4+,Blood,mycosis fungoides,Male,Unknown,82,Years,Adult,ECACC,0,1,2,6,0,82.0,-10,,
NALL-1,NALL-1,Blood,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,JCRB,0,1,2,6,0,14.0,-10,,
NALM-19,NALM-19,Blood,Leukemia,Male,Unknown,26,Years,Adult,DSMZ,0,1,2,6,0,26.0,-10,,
NALM-6,NALM-6,Blood,Leukemia,Male,Unknown,19,Years,Juvenile,DSMZ,Parental,1,2,6,4,19.0,-10,,
NC-37,NC-37,Blood,Malignant Lymphoma - Burkitts Type,Male,African,11,Years,Juvenile,ATCC,Contaminant,1,2,2,1,11.0,-10,,
NCI-BL1184,NCI-BL1184,Blood,Normal,Male,Caucasian,42,Years,Adult,ATCC,Derived from same patient,1,2,5,2,42.0,-10,,
NCI-BL128,NCI-BL128,Blood,Normal,Male,African,60,Years,Adult,ATCC,0,1,2,2,0,60.0,-10,,
NCI-BL1437,NCI-BL1437,Blood,Normal,Male,Caucasian,60,Years,Adult,ATCC,0,1,2,5,0,60.0,-10,,
NCI-BL1450,NCI-BL1450,Blood,Normal,Male,Caucasian,Unknown,Unknown,Unknown,ATCC,0,1,2,5,0,-10.0,-10,,
NCI-BL1607,NCI-BL1607,Blood,Normal,Male,Caucasian,54,Years,Adult,ATCC,0,1,2,5,0,54.0,-10,,
NCI-BL1672,NCI-BL1672,Blood,Normal,Male,Caucasian,58,Years,Adult,ATCC,0,1,2,5,0,58.0,-10,,
NCI-BL1770,NCI-BL1770,Blood,Normal,Male,Caucasian,57,Years,Adult,ATCC,Derived from same patient,1,2,5,2,57.0,-10,,
NCI-BL2028,NCI-BL2028,Blood,Normal,Male,Caucasian,72,Years,Adult,ATCC,0,1,2,5,0,72.0,-10,,
NCI-BL2052,NCI-BL2052,Blood,Normal,Male,Caucasian,65,Years,Adult,ATCC,Derived from same patient,1,2,5,2,65.0,-10,,
NCI-BL2087,NCI-BL2087,Blood,Normal,Male,Caucasian,69,Years,Adult,ATCC,0,1,2,5,0,69.0,-10,,
NCI-BL209,NCI-BL209,Blood,Normal,Male,Caucasian,Unknown,Unknown,Unknown,ATCC,Derived from same patient,1,2,5,2,-10.0,-10,,
NCI-BL2107,NCI-BL2107,Blood,Normal,Male,African,36,Years,Adult,ATCC,Derived from same patient,1,2,2,2,36.0,-10,,
NCI-BL2126,NCI-BL2126,Blood,Normal,Male,Caucasian,65,Years,Adult,ATCC,0,1,2,5,0,65.0,-10,,
